query_index,num_positives,ru_top1,ru_correct@1,ru_first_positive_rank,ru_positive_negative_margin,aligned_semantic_top1,aligned_semantic_correct@1,aligned_semantic_first_positive_rank,aligned_semantic_positive_negative_margin,wrong_layout_top1,wrong_layout_correct@1,wrong_layout_first_positive_rank,wrong_layout_positive_negative_margin,shuffled_teacher_top1,shuffled_teacher_correct@1,shuffled_teacher_first_positive_rank,shuffled_teacher_positive_negative_margin
581,10,14557,0,68,-0.04820781946182251,16414,0,72,-0.1112295389175415,9748,0,537,-0.31469663977622986,7761,0,948,-0.27903905510902405
582,7,14912,1,1,0.49816083908081055,14910,1,1,0.02128124237060547,12484,0,2800,-0.2881876230239868,14910,1,1,0.16961994767189026
583,2,14920,1,1,0.05478852987289429,16758,0,5,-0.010185003280639648,16042,0,12574,-0.5659464001655579,14920,1,1,0.021788597106933594
584,3,14928,1,1,0.3171703517436981,14928,1,1,0.2553969621658325,4803,0,1876,-0.42895475029945374,14928,1,1,0.17874419689178467
585,1,14936,1,1,0.059917151927948,1438,0,14,-0.0669248104095459,9707,0,18504,-0.7152993679046631,11908,0,15,-0.138261079788208
586,7,14949,1,1,0.4011289179325104,14949,1,1,0.29501956701278687,9770,0,1910,-0.3608303666114807,14949,1,1,0.4042375087738037
587,33,14979,1,1,0.41044488549232483,10208,0,11,-0.07408246397972107,12476,0,176,-0.4323892295360565,2592,0,64,-0.12446427345275879
588,2,15000,1,1,0.2710549831390381,15000,1,1,0.11397475004196167,603,0,5017,-0.4808298945426941,15000,1,1,0.0798075795173645
589,12,15009,1,1,0.1803368330001831,3884,0,2,-0.06309124827384949,10399,0,1707,-0.5157257914543152,3884,0,3,-0.10832417011260986
590,19,17260,0,35,-0.06888753175735474,18568,0,2030,-0.3883224129676819,12390,0,689,-0.30192044377326965,3299,0,2150,-0.33867835998535156
591,2,15048,1,1,0.20632609724998474,15049,1,1,0.03629767894744873,3709,0,5609,-0.5006923675537109,17236,0,8,-0.1467212736606598
592,3,15062,1,1,0.04031375050544739,15060,0,5,-0.07367333769798279,8340,0,3676,-0.5249521732330322,15062,1,1,0.01275545358657837
593,5,15070,1,1,0.1161591112613678,15070,1,1,0.05179765820503235,18390,0,3935,-0.3871033787727356,15077,1,1,0.1740139126777649
594,23,14098,0,8,-0.029624193906784058,14075,0,1821,-0.3574863374233246,17360,0,700,-0.5501984357833862,14075,0,1119,-0.388628214597702
595,20,15118,1,1,0.12685467302799225,14657,0,2,-0.010464578866958618,10687,0,191,-0.19609129428863525,15119,1,1,0.006136864423751831
596,3,15139,1,1,0.0908723920583725,15425,0,9,-0.09321796894073486,9181,0,1616,-0.4656601846218109,3649,0,4,-0.08572173118591309
597,40,15173,1,1,0.2586234509944916,15233,1,1,0.05281299352645874,6536,0,839,-0.36477553844451904,16551,0,4,-0.07235220074653625
598,5,15269,1,1,0.19640715420246124,11296,0,12,-0.07907003164291382,9502,0,2897,-0.6358887553215027,11972,0,231,-0.20066183805465698
599,5,15275,1,1,0.3536725342273712,15275,1,1,0.2107752561569214,9697,0,2116,-0.40555715560913086,15275,1,1,0.24354642629623413
600,7,15288,1,1,0.21060386300086975,10808,0,17,-0.054756999015808105,2130,0,3818,-0.7185385823249817,4910,0,44,-0.14699551463127136
601,26,15404,1,1,0.17258217930793762,15404,1,1,0.0158461332321167,15612,0,1052,-0.4000105559825897,13886,0,200,-0.20192915201187134
602,4,15417,1,1,0.017951421439647675,5101,0,4470,-0.35627734661102295,14113,0,1384,-0.5518293976783752,152,0,9128,-0.3753616213798523
603,5,15445,1,1,0.21375204622745514,15444,1,1,0.0029973387718200684,8245,0,800,-0.38043880462646484,12148,0,43,-0.1355934739112854
604,6,15460,1,1,0.11906160414218903,1264,0,10,-0.08707064390182495,9019,0,3751,-0.515234112739563,1265,0,5,-0.03632497787475586
605,38,15485,1,1,0.20017768442630768,9624,0,478,-0.2640606462955475,8054,0,259,-0.3449704647064209,7537,0,91,-0.12422633171081543
606,9,15554,1,1,0.2907424569129944,15554,1,1,0.09331560134887695,4938,0,2397,-0.5665157437324524,15554,1,1,0.10106015205383301
607,6,15614,1,1,0.13472193479537964,12338,0,90,-0.19395987689495087,11894,0,3372,-0.5122414827346802,1154,0,49,-0.13251256942749023
608,23,15648,1,1,0.422968327999115,12117,0,2,-0.007677018642425537,9053,0,783,-0.34573090076446533,15647,1,1,0.02043294906616211
609,5,15667,1,1,0.12083166837692261,15518,0,80,-0.1319585144519806,952,0,3564,-0.4505251348018646,13073,0,80,-0.11614388227462769
610,7,15686,1,1,0.11431622505187988,14341,0,779,-0.3334190845489502,13316,0,4109,-0.6204419732093811,14341,0,1330,-0.347494512796402
611,13,15694,1,1,0.21341173350811005,10519,0,3332,-0.33368319272994995,7030,0,1818,-0.37836673855781555,17806,0,204,-0.13326793909072876
612,28,15707,1,1,0.21847084164619446,15707,1,1,0.051597416400909424,1530,0,733,-0.42873701453208923,15707,1,1,0.020733505487442017
613,9,15780,1,1,0.10833817720413208,15780,1,1,0.03528505563735962,5981,0,108,-0.2248772382736206,15775,0,23,-0.156764954328537
614,13,15819,1,1,0.16385021805763245,15393,0,7,-0.04321327805519104,7146,0,423,-0.30653244256973267,15813,1,1,0.020276427268981934
615,7,15831,1,1,0.24057215452194214,15831,1,1,0.16343659162521362,6207,0,1331,-0.3576728105545044,2591,0,5,-0.082116037607193
616,22,15851,1,1,0.17020604014396667,15852,1,1,0.06751391291618347,10011,0,419,-0.34015539288520813,3429,0,5,-0.05155941843986511
617,8,15875,1,1,0.34652477502822876,15875,1,1,0.11687242984771729,10736,0,1520,-0.41675499081611633,1692,0,3,-0.050365716218948364
618,4,15883,1,1,0.10936462879180908,15883,1,1,0.05235457420349121,1146,0,7689,-0.5799863338470459,9103,0,469,-0.1933996081352234
619,5,15899,1,1,0.17402440309524536,15898,1,1,0.15115955471992493,9146,0,1648,-0.39864346385002136,15898,1,1,0.16580989956855774
620,7,15907,1,1,0.11680325865745544,18414,0,67,-0.15152055025100708,3412,0,911,-0.31855762004852295,17123,0,735,-0.23037227988243103
621,4,15918,1,1,0.4852759540081024,15918,1,1,0.24111580848693848,17305,0,766,-0.2501111626625061,15918,1,1,0.12793225049972534
622,6,15924,1,1,0.08361867070198059,13760,0,469,-0.25669920444488525,18514,0,552,-0.23712673783302307,4563,0,17,-0.09392625093460083
623,88,16032,1,1,0.4161035418510437,16011,1,1,0.08149933815002441,7534,0,610,-0.27467411756515503,16010,1,1,0.053044915199279785
624,16,16046,1,1,0.3086835741996765,16059,1,1,0.09909069538116455,13297,0,4334,-0.4251179099082947,16059,1,1,0.049134284257888794
625,10,17154,0,5,-0.0218447744846344,152,0,324,-0.3094085454940796,14093,0,1043,-0.3003603518009186,16675,0,8,-0.10736876726150513
626,12,16098,1,1,0.11285555362701416,16099,1,1,0.0832916796207428,11313,0,992,-0.23078885674476624,5101,0,10,-0.06362676620483398
627,3,16115,1,1,0.13723018765449524,16114,1,1,0.13084614276885986,4168,0,5711,-0.48187196254730225,16114,1,1,0.10155153274536133
628,7,16121,1,1,0.09658122062683105,16122,1,1,0.02397751808166504,16625,0,11165,-0.6543103456497192,15398,0,19,-0.08532963693141937
629,6,16133,1,1,0.15159869194030762,16129,1,1,0.11021608114242554,2005,0,2480,-0.3479662537574768,16130,1,1,0.1369437575340271
630,5,16143,1,1,0.09745313227176666,18003,0,316,-0.27036717534065247,5418,0,995,-0.41071778535842896,18003,0,25,-0.10682740807533264
631,38,16171,1,1,0.08896011114120483,16174,1,1,0.054825663566589355,15220,0,621,-0.2770601212978363,16174,1,1,0.044472694396972656
632,6,16252,1,1,0.05734565854072571,14906,0,38,-0.14366912841796875,12049,0,2671,-0.5250532627105713,14004,0,112,-0.19676917791366577
633,10,16281,1,1,0.4264989495277405,3247,0,3,-0.03995034098625183,5329,0,1202,-0.38144606351852417,3247,0,2,-0.0011255741119384766
634,5,16292,1,1,0.3825875520706177,16293,1,1,0.04818272590637207,12525,0,3679,-0.4775354266166687,16292,1,1,0.12398341298103333
635,14,16300,1,1,0.07870018482208252,11923,0,464,-0.25877368450164795,7158,0,115,-0.19614949822425842,6309,0,4116,-0.34451529383659363
636,18,16347,1,1,0.023336023092269897,11774,0,50,-0.14184629917144775,3804,0,3011,-0.40244436264038086,11774,0,29,-0.15007612109184265
637,5,16388,1,1,0.109376460313797,11997,0,501,-0.19584083557128906,13495,0,838,-0.348174512386322,10945,0,538,-0.20424523949623108
638,12,16400,1,1,0.17175644636154175,16402,1,1,0.10905802249908447,2042,0,1102,-0.35204213857650757,16401,1,1,0.2701912224292755
639,11,16421,1,1,0.08906209468841553,16422,1,1,4.494190216064453e-05,8197,0,1086,-0.38547903299331665,16422,1,1,0.11717051267623901
640,3,16448,0,3,-0.09286949038505554,16218,0,56,-0.13877692818641663,14956,0,12068,-0.7023806571960449,17754,0,113,-0.14279693365097046
641,38,16511,1,1,0.22418755292892456,16464,1,1,0.018518507480621338,5054,0,909,-0.21376773715019226,16455,1,1,0.04337668418884277
642,3,16521,1,1,0.23435404896736145,16526,0,4,-0.044939398765563965,18186,0,1470,-0.35286420583724976,16521,1,1,0.0766785740852356
643,5,16534,1,1,0.17426282167434692,15699,0,6,-0.05605626106262207,12033,0,464,-0.22267261147499084,15695,0,7,-0.10331422090530396
644,6,16548,1,1,0.23600080609321594,15200,0,5,-0.06988540291786194,18768,0,4761,-0.7162626385688782,16550,1,1,0.009489774703979492
645,7,16858,0,2566,-0.3835914731025696,16860,0,2043,-0.57635498046875,14648,0,2401,-0.4512730836868286,16868,0,4479,-0.4145890474319458
646,9,16573,1,1,0.19292661547660828,16572,1,1,0.037066519260406494,9778,0,52,-0.115811288356781,16572,1,1,0.13209569454193115
647,20,16639,1,1,0.04444266855716705,15224,0,111,-0.11311618983745575,9366,0,568,-0.2269064486026764,15577,0,119,-0.1485874354839325
648,6,16865,0,368,-0.20822985470294952,16871,0,909,-0.6724322438240051,14323,0,920,-0.2671705484390259,16871,0,604,-0.5210437178611755
649,8,16659,1,1,0.606374204158783,16659,1,1,0.4058624505996704,5030,0,3279,-0.7343086004257202,16659,1,1,0.4361504912376404
650,5,16671,1,1,0.2659679055213928,3689,0,5,-0.028479456901550293,15329,0,6790,-0.5644118189811707,3688,0,2,-0.04112634062767029
651,29,16694,1,1,0.23023562133312225,16698,1,1,0.021112918853759766,2662,0,273,-0.3488684892654419,16701,1,1,0.0042934417724609375
652,14,16707,1,1,0.14204141497612,16706,1,1,0.14603519439697266,14344,0,144,-0.2229498028755188,11082,0,2,-0.04690396785736084
653,19,16541,0,22,-0.10237432271242142,10218,0,1355,-0.3288642168045044,10873,0,2463,-0.4330464005470276,7006,0,3896,-0.35783258080482483
654,6,16753,1,1,0.18395444750785828,15174,0,4,-0.016858279705047607,6264,0,3346,-0.496238648891449,16753,1,1,0.017426908016204834
655,31,16759,1,1,0.018343955278396606,16755,0,3,-0.060166120529174805,11485,0,689,-0.2708415985107422,16762,0,17,-0.0940152108669281
656,5,16915,1,1,0.03774070739746094,16920,0,2,-0.029294729232788086,4140,0,1295,-0.2920262813568115,16919,0,2,-0.006736040115356445
657,7,16934,1,1,0.30913689732551575,16934,1,1,0.31288406252861023,15244,0,7251,-0.43667179346084595,16934,1,1,0.29440009593963623
658,2,16948,1,1,0.29452526569366455,16947,1,1,0.012904912233352661,6555,0,3381,-0.3603026866912842,16948,1,1,0.09934210777282715
659,5,16960,1,1,0.2472747266292572,16958,1,1,0.05963844060897827,15718,0,691,-0.5395914912223816,16958,1,1,0.08759662508964539
660,5,16969,0,2,-0.011957645416259766,17075,0,268,-0.2310754656791687,1436,0,2803,-0.3790569305419922,16973,1,1,0.0250433087348938
661,5,16992,1,1,0.015944093465805054,16296,0,23,-0.13770011067390442,1730,0,2254,-0.4645850360393524,3767,0,1225,-0.2631446421146393
662,20,16996,1,1,0.020068049430847168,4255,0,31,-0.11578786373138428,3687,0,558,-0.26932844519615173,16969,0,169,-0.2807270884513855
663,12,17051,1,1,0.035356223583221436,16544,0,154,-0.28732848167419434,18743,0,3267,-0.40309637784957886,15526,0,54,-0.23413792252540588
664,5,17077,1,1,0.26427045464515686,17074,1,1,0.018647849559783936,17497,0,2359,-0.32522356510162354,17074,1,1,0.04782944917678833
665,5,17104,1,1,0.026694610714912415,3843,0,466,-0.24129772186279297,8439,0,1126,-0.4873357117176056,18833,0,116,-0.20399263501167297
666,2,17142,1,1,0.012521252036094666,6282,0,15,-0.09009730815887451,12605,0,10056,-0.7269772291183472,8640,0,107,-0.23217475414276123
667,12,15682,0,2492,-0.13350126147270203,16023,0,10909,-0.5185446739196777,1340,0,1026,-0.3042190372943878,18029,0,3327,-0.36926284432411194
668,10,17179,1,1,0.042764127254486084,17183,0,2,-0.020306885242462158,15356,0,6115,-0.615304708480835,17178,0,2,-0.08131283521652222
669,3,17222,1,1,0.18823513388633728,4112,0,13,-0.11684077978134155,17616,0,8372,-0.5473597049713135,14020,0,110,-0.1598978340625763
670,8,17236,1,1,0.0020109713077545166,17233,0,3,-0.010323643684387207,11428,0,2804,-0.45425689220428467,17239,0,5,-0.13253211975097656
671,5,17255,1,1,0.024167686700820923,18274,0,5,-0.027399003505706787,5025,0,7999,-0.6652078032493591,6817,0,19,-0.10566258430480957
672,5,17261,1,1,0.33293622732162476,17756,0,253,-0.2255570888519287,11378,0,784,-0.380317747592926,16997,0,224,-0.2388327717781067
673,3,17266,1,1,0.09684610366821289,17266,1,1,0.06805539131164551,16502,0,5461,-0.5567283034324646,17265,1,1,0.059173583984375
674,5,17271,1,1,0.28491565585136414,17255,0,17,-0.15434786677360535,17089,0,3143,-0.6364395022392273,17255,0,39,-0.17325356602668762
675,8,17281,1,1,0.1783847212791443,18108,0,2,-0.056749939918518066,1933,0,8839,-0.5336143970489502,17281,1,1,0.017926573753356934
676,3,17310,1,1,0.17263981699943542,17309,1,1,0.030814945697784424,13293,0,3951,-0.3458743691444397,17309,1,1,0.059613972902297974
677,8,17325,1,1,0.14099586009979248,17324,0,2,-0.03710615634918213,1483,0,3623,-0.5167798399925232,17325,1,1,0.008949637413024902
678,9,17393,1,1,0.12194156646728516,17392,1,1,0.09333693981170654,6070,0,1032,-0.26060858368873596,17392,1,1,0.11179018020629883
679,14,17456,1,1,0.14462804794311523,3298,0,11,-0.09985840320587158,10189,0,1849,-0.28496527671813965,2716,0,58,-0.16761809587478638
680,8,17479,1,1,0.25183597207069397,17479,1,1,0.16744506359100342,11072,0,1477,-0.28353601694107056,17479,1,1,0.2197207808494568
681,14,17500,1,1,0.1574084460735321,17500,1,1,0.05275636911392212,1664,0,48,-0.19177913665771484,16373,0,2,-0.008581101894378662
682,4,17510,1,1,0.2266857922077179,17512,0,2,-0.030251383781433105,8511,0,616,-0.3903651833534241,17509,1,1,0.0026190876960754395
683,6,17560,1,1,0.22001692652702332,17536,0,66,-0.13069695234298706,11340,0,5110,-0.4354945421218872,16168,0,6,-0.06548863649368286
684,6,17599,1,1,0.004809141159057617,17598,0,2,-0.07389432191848755,14829,0,3886,-0.40480542182922363,17598,0,2,-0.045730769634246826
685,4,17662,1,1,0.04593592882156372,17661,0,2,-0.01898050308227539,4406,0,462,-0.2893858253955841,17399,0,5,-0.05946308374404907
686,8,17679,1,1,0.1777958869934082,18170,0,18,-0.06666558980941772,9826,0,1546,-0.46954086422920227,17680,1,1,0.20524078607559204
687,7,17694,1,1,0.32160890102386475,17694,1,1,0.18921703100204468,11230,0,7652,-0.46583783626556396,17694,1,1,0.315591037273407
688,5,17702,1,1,0.26155269145965576,7485,0,3,-0.05376511812210083,16548,0,3550,-0.6795490384101868,17508,0,14,-0.10011708736419678
689,5,17711,1,1,0.24621766805648804,17711,1,1,0.10560745000839233,6292,0,3478,-0.7121655344963074,17711,1,1,0.04916858673095703
690,2,17717,0,3,-0.03669169545173645,13524,0,201,-0.2854846715927124,8320,0,8684,-0.41219136118888855,17974,0,3100,-0.5033122897148132
691,7,17727,1,1,0.078945592045784,790,0,62,-0.16242563724517822,11227,0,373,-0.23530274629592896,12741,0,19,-0.11062222719192505
692,5,17755,1,1,0.10848528146743774,17755,1,1,0.11442434787750244,447,0,4672,-0.5614381432533264,17755,1,1,0.08944892883300781
693,2,17761,0,2,-0.019773811101913452,12920,0,7,-0.033706843852996826,5311,0,2107,-0.24277976155281067,12606,0,99,-0.18439126014709473
694,3,17784,0,10,-0.18603730201721191,18108,0,126,-0.22871267795562744,3842,0,1198,-0.3473081588745117,777,0,371,-0.2638866901397705
695,6,17795,1,1,0.038650333881378174,12983,0,989,-0.3256790339946747,10575,0,619,-0.21371901035308838,13011,0,345,-0.24357745051383972
696,6,17802,1,1,0.3453870117664337,18619,0,2,-0.012650370597839355,13104,0,1643,-0.5910918712615967,12368,0,2,-0.05584549903869629
697,2,17808,1,1,0.27856510877609253,13354,0,23,-0.0625835657119751,9469,0,17313,-0.6238418221473694,18351,0,114,-0.18285664916038513
698,10,17817,1,1,0.3097413182258606,17817,1,1,0.07752534747123718,1111,0,1064,-0.458587110042572,17817,1,1,0.20326381921768188
699,20,17897,1,1,0.18417945504188538,18422,0,2,-0.05658918619155884,7132,0,71,-0.12406837940216064,18338,0,13,-0.08495405316352844
700,2,17969,1,1,0.002943277359008789,13747,0,196,-0.3965308666229248,4028,0,5007,-0.5467075109481812,13747,0,110,-0.24941757321357727
701,4,17998,1,1,0.2358739674091339,17998,1,1,0.06769365072250366,2255,0,5662,-0.5728273391723633,18049,0,3,-0.015523254871368408
702,4,18035,1,1,0.27243897318840027,18035,1,1,0.04142343997955322,11027,0,4152,-0.6281182765960693,18035,1,1,0.057619333267211914
703,2,18056,1,1,0.4023250937461853,18056,1,1,0.0970340371131897,325,0,2902,-0.38148608803749084,18056,1,1,0.12396427989006042
704,4,18063,1,1,0.3190551996231079,18452,0,43,-0.19007158279418945,16141,0,2643,-0.38789331912994385,12842,0,4,-0.07266649603843689
705,4,18071,1,1,0.1597515046596527,15674,0,81,-0.14339476823806763,16017,0,1221,-0.5316426753997803,15412,0,252,-0.2467983365058899
706,3,18088,1,1,0.08761616051197052,17845,0,3,-0.009320259094238281,11171,0,6833,-0.450755774974823,17789,0,323,-0.22216564416885376
707,4,18100,1,1,0.2370201051235199,3406,0,8,-0.0425376296043396,317,0,260,-0.394966721534729,18099,0,27,-0.1525324583053589
708,24,18106,1,1,0.06835120916366577,17277,0,3,-0.04026913642883301,8251,0,159,-0.1424451470375061,18109,0,3,-0.01669520139694214
709,5,18175,1,1,0.2799123525619507,18175,1,1,0.011700809001922607,17952,0,1327,-0.2775347828865051,4736,0,3,-0.0076787471771240234
710,2,18190,1,1,0.1474507749080658,18190,1,1,0.1755131483078003,15055,0,519,-0.3475677967071533,18190,1,1,0.07686850428581238
711,3,18210,1,1,0.2948318421840668,13921,0,5,-0.05576932430267334,17588,0,7211,-0.5039385557174683,13919,0,9,-0.06480869650840759
712,3,18234,1,1,0.23676590621471405,18234,1,1,0.08495014905929565,14367,0,1547,-0.3420582115650177,18234,1,1,0.18333834409713745
713,5,18259,1,1,0.20547887682914734,18247,1,1,0.07275229692459106,7986,0,454,-0.365531861782074,18247,1,1,0.017122983932495117
714,11,18274,1,1,0.1326870620250702,18274,1,1,0.1871827244758606,13210,0,162,-0.38214272260665894,18274,1,1,0.1418170928955078
715,7,18293,1,1,0.2589300274848938,18090,0,2,-0.017254233360290527,2641,0,2256,-0.4213583767414093,18293,1,1,0.020181238651275635
716,6,18328,1,1,0.3387147784233093,18328,1,1,0.1518092155456543,9430,0,1828,-0.34024712443351746,18328,1,1,0.07131856679916382
717,3,18360,1,1,0.23728594183921814,18352,0,3,-0.037297606468200684,13536,0,7662,-0.4618891477584839,15412,0,5,-0.05415993928909302
718,4,18376,1,1,0.3018055558204651,18377,1,1,0.06400012969970703,15394,0,9601,-0.8886558413505554,18378,1,1,0.1037549376487732
719,5,18386,1,1,0.20262089371681213,18386,1,1,0.04388427734375,2937,0,4605,-0.4930606484413147,18386,1,1,0.11674857139587402
720,2,18391,1,1,0.2292855679988861,18191,0,8,-0.09560206532478333,8255,0,6419,-0.5636639595031738,18191,0,3,-0.08953970670700073
721,6,18417,1,1,0.2493104636669159,18417,1,1,0.1489744782447815,16678,0,3220,-0.39363473653793335,18417,1,1,0.08745801448822021
722,10,18437,1,1,0.18781042098999023,18437,1,1,0.06098651885986328,2427,0,124,-0.12795531749725342,18437,1,1,0.06546443700790405
723,5,18461,1,1,0.2183566689491272,18461,1,1,0.060535967350006104,11929,0,2962,-0.3934643268585205,18461,1,1,0.03114229440689087
724,3,18473,1,1,0.3884264826774597,18473,1,1,0.14090728759765625,5233,0,6067,-0.5321709513664246,12809,0,2,-0.05222177505493164
725,9,18526,1,1,0.26069989800453186,18526,1,1,0.12301760911941528,9092,0,514,-0.5180094838142395,18526,1,1,0.16368907690048218
726,4,18569,0,2,-0.016817539930343628,17457,0,27,-0.1283334493637085,3931,0,4607,-0.5023657083511353,17463,0,226,-0.2748442590236664
727,6,18596,1,1,0.06304061412811279,18596,1,1,0.1608453392982483,10331,0,212,-0.29436221718788147,18595,1,1,0.08594268560409546
728,3,18603,1,1,0.2465146780014038,18021,0,84,-0.17809799313545227,6712,0,1139,-0.3218875527381897,18669,0,52,-0.156000018119812
729,6,18629,1,1,0.06088322401046753,17998,0,601,-0.2861342430114746,6476,0,4926,-0.4980367422103882,18171,0,32,-0.11785644292831421
730,6,18661,1,1,0.2358267605304718,18661,1,1,0.06423521041870117,13693,0,1285,-0.4056939482688904,18364,0,4,-0.08262097835540771
731,19,18702,1,1,0.05819304287433624,18102,0,326,-0.23401975631713867,1694,0,2071,-0.32799196243286133,18099,0,928,-0.3229110836982727
732,14,18725,1,1,0.1157446801662445,18734,1,1,0.11160391569137573,11602,0,868,-0.3400111198425293,18756,1,1,0.14331293106079102
733,7,18767,1,1,0.23491261899471283,679,0,2,-0.12149620056152344,14326,0,64,-0.18914759159088135,18767,1,1,0.07955968379974365
734,6,18783,1,1,0.20238491892814636,18783,1,1,0.116066575050354,14761,0,790,-0.4929683208465576,15463,0,2,-0.005702495574951172
735,3,18801,1,1,0.18524274230003357,12856,0,20,-0.16649848222732544,5056,0,1478,-0.5189841389656067,12856,0,16,-0.08808007836341858
736,23,18821,1,1,0.19898176193237305,18820,1,1,0.0584147572517395,385,0,520,-0.39729470014572144,18822,1,1,0.09204256534576416
737,5,18836,1,1,0.17946860194206238,18837,1,1,0.041183650493621826,9353,0,1356,-0.3887828588485718,17488,0,27,-0.09264308214187622
738,2,18846,1,1,0.30793702602386475,13886,0,71,-0.1300707459449768,424,0,1420,-0.4480692148208618,18091,0,5,-0.02976095676422119
739,3,18861,1,1,0.2549290359020233,18861,1,1,0.009120404720306396,11820,0,519,-0.24042749404907227,18861,1,1,0.04765039682388306
